year,i,j,n_j,n_p,t_p,t_c,first_name,family_name,gender
2017,ANTICHAN SYLVAIN,2017_ST54,11,1,4,3,SYLVAIN,ANTICHAN,m
2017,ARANHA ANA LUIZA,2017_ST59,19,1,1,1,LUIZA,ARANHA ANA,f
2017,AUBERT ANTOINE,2017_ST3,20,2,2,1,ANTOINE,AUBERT,m
2017,AUBERT ANTOINE,2017_ST74,8,2,2,1,ANTOINE,AUBERT,m
2017,AUBIN DAVID,2017_ST20,13,1,2,2,DAVID,AUBIN,m
2017,AUBRY ARIANE,2017_ST6,13,1,1,1,ARIANE,AUBRY,f
2017,AUDEMARD JULIEN,2017_ST33,11,1,5,3,JULIEN,AUDEMARD,m
2017,AVANZA MARTINA,2017_ST2,17,1,5,4,MARTINA,AVANZA,f
2017,AYKUT STEFAN,2017_ST7,9,3,3,1,STEFAN,AYKUT,m
2017,AYKUT STEFAN,2017_ST17,14,3,3,1,STEFAN,AYKUT,m
2017,AYKUT STEFAN,2017_CP,4,3,3,1,STEFAN,AYKUT,m
2017,AZAM NICOLAS,2017_ST55,8,1,2,2,NICOLAS,AZAM,m
2017,BAEZA CECILIA,2017_ST62,5,1,2,2,CECILIA,BAEZA,f
2017,BAHCECIK SERIF ONUR,2017_ST65,10,1,1,1,ONUR,BAHCECIK SERIF,m
2017,BAILLAT ALICE,2017_ST72,13,1,3,2,ALICE,BAILLAT,f
2017,BAILLY VICTOR,2017_ST9,14,1,1,1,VICTOR,BAILLY,m
2017,BALAS MARIE,2017_ST59,19,1,1,1,MARIE,BALAS,f
2017,BALOGE MARTIN,2017_ST37,14,1,4,3,MARTIN,BALOGE,m
2017,BANDELOW NILS,2017_ST25,9,1,1,1,NILS,BANDELOW,m
2017,BARBIER CLEMENT,2017_ST11,13,1,1,1,CLEMENT,BARBIER,m
2017,BARDET FABRICE,2017_ST10,10,2,2,1,FABRICE,BARDET,m
2017,BARDET FABRICE,2017_ST11,13,2,2,1,FABRICE,BARDET,m
2017,BARGEAU ADELAIDE,2017_ST26,13,1,2,2,ADELAIDE,BARGEAU,f
2017,BARONE SYLVAIN,2017_ST7,9,2,3,2,SYLVAIN,BARONE,m
2017,BARONE SYLVAIN,2017_ST36,15,2,3,2,SYLVAIN,BARONE,m
2017,BARRAULT LORENZO,2017_ST29,11,2,10,4,LORENZO,BARRAULT,m
2017,BARRAULT LORENZO,2017_ST39,10,2,10,4,LORENZO,BARRAULT,m
2017,BATAILLE NICOLAS,2017_ST75,10,1,1,1,NICOLAS,BATAILLE,m
2017,BAUDOT PIERRE YVES,2017_ST42,10,1,7,5,YVES,BAUDOT PIERRE,m
2017,BAUDUIN BARBARA,2017_ST13,11,1,1,1,BARBARA,BAUDUIN,f
2017,BEAL VINCENT,2017_ST9,14,1,3,3,VINCENT,BEAL,m
2017,BEAU REMI,2017_ST76,9,1,1,1,REMI,BEAU,m
2017,BEAUSSIER ANNE LAURE,2017_ST25,9,1,4,4,ANNE LAURE,BEAUSSIER,f
2017,BEAUVALLET WILLY,2017_ST37,14,1,4,3,WILLY,BEAUVALLET,m
2017,BEDOCK CAMILLE,2017_ST43,10,1,4,3,CAMILLE,BEDOCK,f
2017,BENBOUZID BILEL,2017_ST10,10,1,3,3,BILEL,BENBOUZID,m
2017,BENHAIM YOHANAN,2017_ST69,23,2,3,2,YOHANAN,BENHAIM,m
2017,BENHAIM YOHANAN,2017_ST71,10,2,3,2,YOHANAN,BENHAIM,m
2017,BENOIT CYRIL,2017_ST18,10,2,4,2,CYRIL,BENOIT,m
2017,BENOIT CYRIL,2017_ST38,15,2,4,2,CYRIL,BENOIT,m
2017,BENVEGNU NICOLAS,2017_ST16,16,1,3,3,NICOLAS,BENVEGNU,m
2017,BERARD YANN,2017_ST6,13,1,3,2,YANN,BERARD,m
2017,BERJAUD CLEMENTINE,2017_ST39,10,1,4,3,CLEMENTINE,BERJAUD,f
2017,BERNIER ANDRE,2017_ST75,10,1,1,1,ANDRE,BERNIER,m
2017,BEROUD SOPHIE,2017_ST59,19,1,4,4,SOPHIE,BEROUD,f
2017,BERTILLOT HUGO,2017_ST22,12,1,2,2,HUGO,BERTILLOT,m
2017,BERTINA LUDOVIC,2017_ST58,10,1,1,1,LUDOVIC,BERTINA,m
2017,BERTRAND GILLES,2017_ST66,8,1,6,4,GILLES,BERTRAND,m
2017,BERUT CHLOE,2017_ST25,9,1,1,1,CHLOE,BERUT,f
2017,BESCONT AMELIE,2017_ST28,13,1,1,1,AMELIE,BESCONT,f
2017,BEZES PHILIPPE,2017_ST22,12,2,10,5,PHILIPPE,BEZES,m
2017,BEZES PHILIPPE,2017_ST4,12,2,10,5,PHILIPPE,BEZES,m
2017,BIGO DIDIER,2017_ST18,10,1,2,2,DIDIER,BIGO,m
2017,BILAND EMILIE,2017_ST8,15,2,7,5,EMILIE,BILAND,f
2017,BILAND EMILIE,2017_ST45,13,2,7,5,EMILIE,BILAND,f
2017,BILELLA MARIO,2017_ST47,11,1,1,1,MARIO,BILELLA,m
2017,BILLOWS SEBASTIEN,2017_ST5,12,1,1,1,SEBASTIEN,BILLOWS,m
2017,BISSON DAVID,2017_ST57,9,1,1,1,DAVID,BISSON,m
2017,LECHAUX BLEUWENN,2017_ST48,13,2,3,2,BLEUWENN,LECHAUX,f
2017,BLOUIN GABRIEL,2017_ST15,9,1,1,1,GABRIEL,BLOUIN,m
2017,BOCCON THOMAS,2017_ST59,19,1,2,2,THOMAS,BOCCON,m
2017,BONDITTI PHILIPPE,2017_ST61,8,2,4,3,PHILIPPE,BONDITTI,m
2017,BONDITTI PHILIPPE,2017_ST68,8,2,4,3,PHILIPPE,BONDITTI,m
2017,BONELLI LAURENT,2017_ST53,8,1,4,3,LAURENT,BONELLI,m
2017,BONN LAURA,2017_ST9,14,1,1,1,LAURA,BONN,f
2017,BONNAUD LAURE,2017_ST7,9,2,3,2,LAURE,BONNAUD,f
2017,BONNAUD LAURE,2017_ST22,12,2,3,2,LAURE,BONNAUD,f
2017,BONNEVALLE PIERRE,2017_ST59,19,1,3,2,PIERRE,BONNEVALLE,m
2017,BORRAZ OLIVIER,2017_ST15,9,1,2,2,OLIVIER,BORRAZ,m
2017,BORY ANNE,2017_ST30,10,1,3,3,ANNE,BORY,f
2017,BOSVIEUX CHARLES,2017_ST28,13,1,5,3,CHARLES,BOSVIEUX,m
2017,BOUAGGA YASMINE,2017_ST2,17,3,3,1,YASMINE,BOUAGGA,f
2017,BOUAGGA YASMINE,2017_ST15,9,3,3,1,YASMINE,BOUAGGA,f
2017,BOUAGGA YASMINE,2017_AD2,4,3,3,1,YASMINE,BOUAGGA,f
2017,BOULEAU GABRIELLE,2017_ST16,16,1,4,4,GABRIELLE,BOULEAU,f
2017,BOULLIER HENRI,2017_ST8,15,1,1,1,HENRI,BOULLIER,m
2017,BOUQUEREL FANNY,2017_ST65,10,1,1,1,FANNY,BOUQUEREL,f
2017,BOURBAN MICHEL,2017_ST76,9,1,1,1,MICHEL,BOURBAN,m
2017,BOURBLANC MAGALIE,2017_ST16,16,1,3,3,MAGALIE,BOURBLANC,f
2017,BOURGEOIS MARINE,2017_ST9,14,1,2,2,MARINE,BOURGEOIS,f
2017,BOUSQUET FRANCK,2017_ST44,18,1,1,1,FRANCK,BOUSQUET,m
2017,BOUSSAGUET LAURIE,2017_ST54,11,1,6,5,LAURIE,BOUSSAGUET,f
2017,BOYADJIAN JULIEN,2017_ST42,10,3,5,2,JULIEN,BOYADJIAN,m
2017,BOYADJIAN JULIEN,2017_ST44,18,3,5,2,JULIEN,BOYADJIAN,m
2017,BOYADJIAN JULIEN,2017_AD3,6,3,5,2,JULIEN,BOYADJIAN,m
2017,BOZON MICHEL,2017_ST26,13,1,1,1,MICHEL,BOZON,m
2017,BRANDLER JESSICA,2017_ST46,13,1,1,1,JESSICA,BRANDLER,f
2017,BRANS MARLEEN,2017_ST20,13,1,1,1,MARLEEN,BRANS,f
2017,BRIATTE FRANCOIS,2017_ST38,15,1,5,4,FRANCOIS,BRIATTE,m
2017,BRICE BENJAMIN,2017_ST63,7,1,4,4,BENJAMIN,BRICE,m
2017,BRISOON THOMAS,2017_ST3,20,1,1,1,THOMAS,BRISOON,m
2017,BRISSAUD CONSTANTIN,2017_ST20,13,2,2,1,CONSTANTIN,BRISSAUD,m
2017,BRISSAUD CONSTANTIN,2017_ST75,10,2,2,1,CONSTANTIN,BRISSAUD,m
2017,BRITO ZAYLIN,2017_ST41,8,1,1,1,ZAYLIN,BRITO,f
2017,BRIZIO AMANDINE,2017_ST43,10,2,3,2,AMANDINE,BRIZIO,f
2017,BRIZIO AMANDINE,2017_ST75,10,2,3,2,AMANDINE,BRIZIO,f
2017,BRONAN SOIZIC,2017_ST31,11,1,1,1,SOIZIC,BRONAN,f
2017,BROND THOMAS VLADIMIR,2017_ST62,5,1,1,1,VLADIMIR,BROND THOMAS,m
2017,BROOKES KEVIN,2017_ST55,8,1,3,3,KEVIN,BROOKES,m
2017,BROUSSOIS LISA,2017_ST76,9,1,1,1,LISA,BROUSSOIS,f
2017,BRUNET LAURENCE,2017_ST27,12,1,1,1,LAURENCE,BRUNET,f
2017,BRUNETEAUX PATRICK,2017_ST51,15,1,3,3,PATRICK,BRUNETEAUX,m
2017,BURLAUD ANTONY,2017_ST3,20,2,2,1,ANTONY,BURLAUD,m
2017,BURLAUD ANTONY,2017_ST55,8,2,2,1,ANTONY,BURLAUD,m
2017,BUTON FRANCOIS,2017_ST67,8,1,7,4,FRANCOIS,BUTON,m
2017,BUU DORIS,2017_ST2,17,1,1,1,DORIS,BUU,f
2017,CABANE LYDIE,2017_ST15,9,1,2,2,LYDIE,CABANE,f
2017,CABY VINCENT,2017_ST1,18,2,2,1,VINCENT,CABY,m
2017,CABY VINCENT,2017_ST75,10,2,2,1,VINCENT,CABY,m
2017,CADIOU STEPHANE,2017_ST11,13,2,3,2,STEPHANE,CADIOU,m
2017,CADIOU STEPHANE,2017_ST39,10,2,3,2,STEPHANE,CADIOU,m
2017,CARE SEBASTIEN,2017_ST74,8,1,3,3,SEBASTIEN,CARE,m
2017,CAROF SOLENN,2017_ST27,12,1,1,1,SOLENN,CAROF,f
2017,CARRE AURELIEN,2017_ST57,9,1,1,1,AURELIEN,CARRE,m
2017,CARREL MARION,2017_ST50,13,1,1,1,MARION,CARREL,f
2017,CARRIE FABIEN,2017_ST3,20,1,3,3,FABIEN,CARRIE,m
2017,CARTER CAITRIONA,2017_ST14,10,2,4,3,CAITRIONA,CARTER,f
2017,CARTER CAITRIONA,2017_ST16,16,2,4,3,CAITRIONA,CARTER,f
2017,CASSEN CHRISTOPHE,2017_ST72,13,1,1,1,CHRISTOPHE,CASSEN,m
2017,CATHELIN CECILE,2017_ST23,10,1,2,2,CECILE,CATHELIN,f
2017,CATUSSE MYRIAM,2017_ST71,10,1,7,3,MYRIAM,CATUSSE,f
2017,CAUNES SARAH,2017_ST29,11,1,1,1,SARAH,CAUNES,f
2017,CAVALLARO MATTEO,2017_ST55,8,1,1,1,MATTEO,CAVALLARO,m
2017,CELLE SYLVAIN,2017_ST30,10,1,1,1,SYLVAIN,CELLE,m
2017,CHAHSICHE JEAN MICHEL,2017_ST3,20,1,1,1,JEAN MICHEL,CHAHSICHE,m
2017,CHAILLEUX SEBASTIEN,2017_ST16,16,3,3,1,SEBASTIEN,CHAILLEUX,m
2017,CHAILLEUX SEBASTIEN,2017_ST17,14,3,3,1,SEBASTIEN,CHAILLEUX,m
2017,CHAILLEUX SEBASTIEN,2017_ST75,10,3,3,1,SEBASTIEN,CHAILLEUX,m
2017,CHAPPE VINCENT ARNAUD,2017_ST28,13,2,3,2,ARNAUD,CHAPPE VINCENT,m
2017,CHAPPE VINCENT ARNAUD,2017_ST50,13,2,3,2,ARNAUD,CHAPPE VINCENT,m
2017,CHARILLON FREDERIC,2017_ST66,8,1,1,1,FREDERIC,CHARILLON,m
2017,CHARPENEL MARION,2017_ST12,11,1,1,1,MARION,CHARPENEL,f
2017,CHATON GWENDAL,2017_ST74,8,1,2,2,GWENDAL,CHATON,m
2017,CHEVALLIER THOMAS,2017_ST30,10,2,2,1,THOMAS,CHEVALLIER,m
2017,CHAVOT PHILIPPE,2017_ST17,14,1,1,1,PHILIPPE,CHAVOT,m
2017,CHELINI BLANDINE,2017_ST32,10,1,1,1,BLANDINE,CHELINI,f
2017,CHETAILLE AGNES,2017_ST65,10,1,1,1,AGNES,CHETAILLE,f
2017,CHEVALIER TOM,2017_ST31,11,1,2,2,TOM,CHEVALIER,m
2017,CHEVALLIER THOMAS,2017_ST31,11,2,2,1,THOMAS,CHEVALLIER,m
2017,CHEVRILLON RAPHAELLE,2017_ST71,10,1,1,1,RAPHAELLE,CHEVRILLON,f
2017,CHIASSON GUY,2017_ST36,15,1,2,2,GUY,CHIASSON,m
2017,CHIBOIS JONATHAN,2017_ST37,14,1,1,1,JONATHAN,CHIBOIS,m
2017,CHRISTIN ANGELE,2017_ST8,15,1,1,1,ANGELE,CHRISTIN,f
2017,CHUPIN IVAN,2017_ST1,18,2,3,2,IVAN,CHUPIN,m
2017,CHUPIN IVAN,2017_ST49,11,2,3,2,IVAN,CHUPIN,m
2017,CHURCH JON MARCO,2017_ST72,13,1,1,1,MARCO,CHURCH JON,m
2017,CISSOKHO SIDY,2017_ST48,13,1,2,2,SIDY,CISSOKHO,m
2017,CLAPPE MAUREEN,2017_ST51,15,1,1,1,MAUREEN,CLAPPE,f
2017,CLEMENT MAEVA,2017_ST63,7,1,2,2,MAEVA,CLEMENT,f
2017,COASTA OLIVIER,2017_ST37,14,1,1,1,OLIVIER,COASTA,m
2017,COLLOMOBON MAYA,2017_ST71,10,1,1,1,MAYA,COLLOMOBON,f
2017,COMER CLEMENTINE,2017_ST47,11,2,3,2,CLEMENTINE,COMER,f
2017,COMER CLEMENTINE,2017_ST48,13,2,3,2,CLEMENTINE,COMER,f
2017,COMPAGNON DANIEL,2017_ST72,13,1,6,4,DANIEL,COMPAGNON,m
2017,CONSTANTIN ANEMONA,2017_ST3,20,1,1,1,ANEMONA,CONSTANTIN,f
2017,CONSTANS STEPHANIE,2017_ST46,13,1,1,1,STEPHANIE,CONSTANS,f
2017,CONTAMIN JEAN GABRIEL,2017_ST44,18,1,9,5,JEAN GABRIEL,CONTAMIN,m
2017,COQUARD BENOIT,2017_ST26,13,2,2,1,BENOIT,COQUARD,m
2017,COQUARD BENOIT,2017_ST47,11,2,2,1,BENOIT,COQUARD,m
2017,CORBEL AMELIE,2017_ST12,11,1,1,1,AMELIE,CORBEL,f
2017,CORDELL PARIS CRYSTAL,2017_ST27,12,1,1,1,CRYSTAL,CORDELL PARIS,f
2017,CORDIER LIONEL,2017_ST43,10,1,2,2,LIONEL,CORDIER,m
2017,CORNILLEAU LISE,2017_ST8,15,1,1,1,LISE,CORNILLEAU,f
2017,CORON GAEL,2017_ST4,12,1,1,1,GAEL,CORON,m
2017,CORTINAS JOAN,2017_ST23,10,1,1,1,JOAN,CORTINAS,m
2017,COS RAFAEL,2017_ST3,20,2,6,4,RAFAEL,COS,m
2017,COS RAFAEL,2017_ST20,13,2,6,4,RAFAEL,COS,m
2017,COSTE FREDERIC,2017_ST57,9,1,1,1,FREDERIC,COSTE,m
2017,COULMAIN CECILE,2017_ST8,15,1,1,1,CECILE,COULMAIN,f
2017,COURMONT ANTOINE,2017_ST10,10,1,2,2,ANTOINE,COURMONT,m
2017,COURTY GUILLAUME,2017_ST24,11,2,4,3,GUILLAUME,COURTY,m
2017,COURTY GUILLAUME,2017_ST37,14,2,4,3,GUILLAUME,COURTY,m
2017,COUTANT HADRIEN,2017_ST5,12,1,1,1,HADRIEN,COUTANT,m
2017,CRETTIEZ XAVIER,2017_ST61,8,1,3,3,XAVIER,CRETTIEZ,m
2017,DAFFLON ALEXANDRE,2017_ST47,11,1,1,1,ALEXANDRE,DAFFLON,m
2017,DAIRON EMILIE,2017_ST73,14,1,1,1,EMILIE,DAIRON,f
2017,DAKOWSKA DOROTA,2017_ST65,10,1,8,5,DOROTA,DAKOWSKA,f
2017,DALIBERT LOUISE,2017_ST34,10,1,1,1,LOUISE,DALIBERT,f
2017,DAMIAN BEATRICE,2017_ST45,13,1,2,2,BEATRICE,DAMIAN,f
2017,DANOY MALIKA,2017_ST61,8,1,1,1,MALIKA,DANOY,f
2017,DARLEY MATHILDE,2017_ST26,13,2,5,4,MATHILDE,DARLEY,f
2017,DARLEY MATHILDE,2017_ST64,12,2,5,4,MATHILDE,DARLEY,f
2017,DARMON ERIC,2017_ST36,15,1,1,1,ERIC,DARMON,m
2017,DARRAS ERIC,2017_ST2,17,1,4,3,ERIC,DARRAS,m
2017,DAZEY MARGOT,2017_ST58,10,1,1,1,MARGOT,DAZEY,f
2017,DE GASQUET BEATRICE,2017_ST53,8,1,1,1,BEATRICE,DE GASQUET,f
2017,DE LARMINAT XAVIER,2017_ST13,11,1,3,3,XAVIER,DE LARMINAT,m
2017,DE LIGLIO GIULIO,2017_ST57,9,1,1,1,GIULIO,DE LIGLIO,m
2017,DE PRYCK KARI,2017_ST72,13,1,1,1,KARI,DE PRYCK,f
2017,DEBONS JEROME,2017_ST14,10,1,1,1,JEROME,DEBONS,m
2017,DEDIEU CLAIRE,2017_ST35,8,1,1,1,CLAIRE,DEDIEU,f
2017,DEFORGE QUENTIN,2017_ST73,14,1,1,1,QUENTIN,DEFORGE,m
2017,DELAGE PAULINE,2017_ST45,13,1,3,2,PAULINE,DELAGE,f
2017,DELLA SUDDA MAGALI,2017_ST27,12,3,6,4,MAGALI,DELLA SUDDA,f
2017,DELLA SUDDA MAGALI,2017_ST53,8,3,6,4,MAGALI,DELLA SUDDA,f
2017,DELLA SUDDA MAGALI,2017_ST59,19,3,6,4,MAGALI,DELLA SUDDA,f
2017,DELOYE YVES,2017_ST72,13,2,9,5,YVES,DELOYE,m
2017,DELOYE YVES,2017_AD1,4,2,9,5,YVES,DELOYE,m
2017,DELPORTE ANTOINE,2017_ST54,11,1,1,1,ANTOINE,DELPORTE,m
2017,DEMAZIERE DIDIER,2017_ST34,10,1,2,2,DIDIER,DEMAZIERE,m
2017,DEMONTEIL MARION,2017_ST35,8,1,1,1,MARION,DEMONTEIL,f
2017,DENIS ADELINE,2017_ST40,7,1,3,2,ADELINE,DENIS,f
2017,DENORD FRANCOIS,2017_ST35,8,1,2,2,FRANCOIS,DENORD,m
2017,DERONT EVA,2017_ST19,12,2,2,1,EVA,DERONT,f
2017,DERONT EVA,2017_ST17,14,2,2,1,EVA,DERONT,f
2017,DESAGE FABIEN,2017_ST18,10,1,2,2,FABIEN,DESAGE,m
2017,DESCHAUX DELPHINE,2017_ST69,23,1,4,3,DELPHINE,DESCHAUX,f
2017,DESRUMAUX CLEMENT,2017_ST42,10,1,7,5,CLEMENT,DESRUMAUX,m
2017,DEVILLE MARION,2017_ST38,15,1,1,1,MARION,DEVILLE,f
2017,DEVIN GUILLAUME,2017_ST73,14,1,5,5,GUILLAUME,DEVIN,m
2017,DI BONAVENTURA FLORENCE,2017_ST33,11,1,1,1,FLORENCE,DI BONAVENTURA,f
2017,DIALLO ROZENN,2017_ST16,16,1,3,3,ROZENN,DIALLO,f
2017,DICKINSON NICHOLAS,2017_ST38,15,1,1,1,NICHOLAS,DICKINSON,m
2017,DIERICKX LAURENCE,2017_ST10,10,1,1,1,LAURENCE,DIERICKX,f
2017,DIMITROV RADOSLAV,2017_ST72,13,1,1,1,RADOSLAV,DIMITROV,m
2017,DITER KEVIN,2017_ST46,13,1,1,1,KEVIN,DITER,m
2017,DOLEZ CHARLOTTE,2017_ST51,15,1,2,2,CHARLOTTE,DOLEZ,f
2017,DORMAGEN JEAN YVES,2017_ST44,18,1,9,5,JEAN YVES,DORMAGEN,m
2017,DORMOIS REMI,2017_ST9,14,1,2,2,REMI,DORMOIS,m
2017,DORMOY CHRISTELLE,2017_ST74,8,1,1,1,CHRISTELLE,DORMOY,f
2017,DOUILLET ANNE CECILE,2017_ST20,13,3,6,4,ANNE CECILE,DOUILLET,f
2017,DOUILLET ANNE CECILE,2017_ST22,12,3,6,4,ANNE CECILE,DOUILLET,f
2017,DOUILLET ANNE CECILE,2017_AD1,4,3,6,4,ANNE CECILE,DOUILLET,f
2017,DRAVIGNY JOSSELIN,2017_ST15,9,1,1,1,JOSSELIN,DRAVIGNY,m
2017,DRUEZ ELODIE,2017_ST50,13,1,1,1,ELODIE,DRUEZ,f
2017,DUBARRY THIBAUT,2017_ST57,9,1,1,1,THIBAUT,DUBARRY,m
2017,DUBOIS VINCENT,2017_ST2,17,2,4,3,VINCENT,DUBOIS,m
2017,DUBOIS VINCENT,2017_ST37,14,2,4,3,VINCENT,DUBOIS,m
2017,DUCHESNE SOPHIE,2017_ST33,11,2,3,2,SOPHIE,DUCHESNE,f
2017,DUCHESNE SOPHIE,2017_ST46,13,2,3,2,SOPHIE,DUCHESNE,f
2017,DUMARCHER AMELIE,2017_ST16,16,1,1,1,AMELIE,DUMARCHER,f
2017,DURAN MANUEL,2017_ST66,8,1,1,1,MANUEL,DURAN,m
2017,DURAND MICKAEL,2017_ST45,13,1,2,2,MICKAEL,DURAND,m
2017,DUTOYA VIRGINIE,2017_ST45,13,1,5,4,VIRGINIE,DUTOYA,f
2017,DUVOUX NICOLAS,2017_ST59,19,1,1,1,NICOLAS,DUVOUX,m
2017,EHRHARD THOMAS,2017_ST42,10,2,4,3,THOMAS,EHRHARD,m
2017,EHRHARD THOMAS,2017_ST43,10,2,4,3,THOMAS,EHRHARD,m
2017,ELOIRE FABIEN,2017_ST35,8,2,3,2,FABIEN,ELOIRE,m
2017,ELOIRE FABIEN,2017_ST55,8,2,3,2,FABIEN,ELOIRE,m
2017,EPSTEIN RENAUD,2017_ST9,14,1,5,4,RENAUD,EPSTEIN,m
2017,ERALY ALAIN,2017_ST40,7,1,1,1,ALAIN,ERALY,m
2017,ESCALONA FABIEN,2017_ST55,8,1,3,3,FABIEN,ESCALONA,m
2017,ESQUENAZI JEAN PIERRE,2017_ST56,7,1,1,1,JEAN PIERRE,ESQUENAZI,m
2017,EVRARD AURELIEN,2017_ST17,14,1,5,4,AURELIEN,EVRARD,m
2017,EYMERI JEAN MICHEL,2017_ST40,7,1,7,5,JEAN MICHEL,EYMERI,m
2017,FABIANI JEAN LOUIS,2017_ST74,8,1,1,1,JEAN LOUIS,FABIANI,m
2017,FANKEM ROBERT,2017_ST63,7,1,1,1,ROBERT,FANKEM,m
2017,FARGUES EMILIEN,2017_ST31,11,1,1,1,EMILIEN,FARGUES,m
2017,FAUCHER FLORENCE,2017_ST54,11,1,2,2,FLORENCE,FAUCHER,f
2017,FAURE ALEXANDRE,2017_ST23,10,1,2,2,ALEXANDRE,FAURE,m
2017,FAURE ANTOINE,2017_ST56,7,1,5,4,ANTOINE,FAURE,m
2017,FAUVE ADRIEN,2017_ST69,23,1,3,3,ADRIEN,FAUVE,m
2017,FAVAREL GILLES,2017_ST26,13,2,3,2,GILLES,FAVAREL,m
2017,FAVAREL GILLES,2017_ST64,12,2,3,2,GILLES,FAVAREL,m
2017,FEDEREAU ALEXANDER,2017_ST76,9,1,1,1,ALEXANDER,FEDEREAU,m
2017,FEREY AMELIE,2017_ST56,7,1,1,1,AMELIE,FEREY,f
2017,FERRANDO STEFANIA,2017_ST27,12,1,1,1,STEFANIA,FERRANDO,f
2017,FERRE NATHALIE,2017_ST65,10,1,1,1,NATHALIE,FERRE,f
2017,FERRON BENJAMIN,2017_ST49,11,1,1,1,BENJAMIN,FERRON,m
2017,FERTIKH KARIM,2017_ST3,20,1,3,3,KARIM,FERTIKH,m
2017,FILLION EMMANUELLE,2017_ST64,12,1,1,1,EMMANUELLE,FILLION,f
2017,FILLOD AURELIE,2017_ST28,13,2,4,3,AURELIE,FILLOD,f
2017,FILLOD AURELIE,2017_ST29,11,2,4,3,AURELIE,FILLOD,f
2017,FIROT BERNARD,2017_ST4,12,1,1,1,BERNARD,FIROT,m
2017,FISCHER NICOLAS,2017_ST13,11,2,5,3,NICOLAS,FISCHER,m
2017,FISCHER NICOLAS,2017_ST22,12,2,5,3,NICOLAS,FISCHER,m
2017,FOL SYLVIE,2017_ST9,14,1,1,1,SYLVIE,FOL,f
2017,FONTAN CLEMENT,2017_ST5,12,1,4,4,CLEMENT,FONTAN,m
2017,FOUILLEUX EVE,2017_ST14,10,2,6,4,EVE,FOUILLEUX,f
2017,FOUILLEUX EVE,2017_ST16,16,2,6,4,EVE,FOUILLEUX,f
2017,FOULOT MATHIEU,2017_ST52,11,1,1,1,MATHIEU,FOULOT,m
2017,FOUNIS YANN,2017_ST16,16,1,1,1,YANN,FOUNIS,m
2017,FOURN LEO,2017_ST62,5,1,1,1,LEO,FOURN,m
2017,FOURNIS YANN,2017_ST5,12,2,2,1,YANN,FOURNIS,m
2017,FOURNIS YANN,2017_ST17,14,2,2,1,YANN,FOURNIS,m
2017,FRADOIS GAUTHIER,2017_ST26,13,2,3,2,GAUTHIER,FRADOIS,m
2017,FRADOIS GAUTHIER,2017_ST53,8,2,3,2,GAUTHIER,FRADOIS,m
2017,FRAGNON JULIEN,2017_ST54,11,1,3,3,JULIEN,FRAGNON,m
2017,FRANCE PIERRE,2017_ST52,11,2,2,1,PIERRE,FRANCE,m
2017,FRANCE PIERRE,2017_ST71,10,2,2,1,PIERRE,FRANCE,m
2017,FRANCOIS ABEL,2017_ST24,11,2,8,4,ABEL,FRANCOIS,m
2017,FRANCOIS ABEL,2017_ST34,10,2,8,4,ABEL,FRANCOIS,m
2017,FRANCOU LIONEL,2017_ST54,11,1,1,1,LIONEL,FRANCOU,m
2017,FRAU CAROLINE,2017_ST12,11,1,5,4,CAROLINE,FRAU,f
2017,FREEDMAN JANE,2017_ST28,13,1,1,1,JANE,FREEDMAN,f
2017,FREGOSI FRANK,2017_ST58,10,1,1,1,FRANK,FREGOSI,m
2017,FRIEDLI FIONA,2017_ST28,13,1,1,1,FIONA,FRIEDLI,f
2017,FRINAULT THOMAS,2017_ST36,15,1,3,3,THOMAS,FRINAULT,m
2017,FROIDEVAUX CAMILLE,2017_ST27,12,2,5,3,CAMILLE,FROIDEVAUX,f
2017,FROIDEVAUX CAMILLE,2017_AD2,4,2,5,3,CAMILLE,FROIDEVAUX,f
2017,FROZEL BARROS NATALIA,2017_ST72,13,2,2,1,NATALIA,FROZEL BARROS,f
2017,FROZEL BARROS NATALIA,2017_ST73,14,2,2,1,NATALIA,FROZEL BARROS,f
2017,FULLA MATHIEU,2017_ST55,8,1,1,1,MATHIEU,FULLA,m
2017,GABORIAUX CHLOE,2017_ST59,19,1,4,3,CHLOE,GABORIAUX,f
2017,GAIDET NICOLAS,2017_ST16,16,1,1,1,NICOLAS,GAIDET,m
2017,GAITI BRIGITTE,2017_ST18,10,1,5,3,BRIGITTE,GAITI,f
2017,GALLOIS FLORENCE,2017_ST25,9,1,1,1,FLORENCE,GALLOIS,f
2017,GALLY NATACHA,2017_ST35,8,1,2,2,NATACHA,GALLY,f
2017,GALY ARIANE,2017_ST61,8,1,1,1,ARIANE,GALY,f
2017,GARBAGNOLI SARA,2017_ST53,8,1,2,2,SARA,GARBAGNOLI,f
2017,GARCIA NURIA,2017_ST31,11,1,2,2,NURIA,GARCIA,f
2017,GARCIA SEGURA CATERINA,2017_ST69,23,1,1,1,CATERINA,GARCIA SEGURA,f
2017,GASNIER CAMILLE,2017_ST6,13,1,1,1,CAMILLE,GASNIER,f
2017,GASPARINI WILLIAM,2017_ST60,9,1,1,1,WILLIAM,GASPARINI,m
2017,GASSIER MARINE,2017_ST21,8,1,1,1,MARINE,GASSIER,f
2017,GAULIER ARMELLE,2017_ST46,13,1,1,1,ARMELLE,GAULIER,f
